ClusterId,Latitude,Longitude,Size
439,40.749711,-73.943168,9
440,40.752716,-73.950499,16
441,40.777989,-73.949938,6
442,40.821432,-73.954220,6
443,40.713311,-73.958431,6
444,40.743011,-73.918984,6
445,40.719769,-73.991892,6
446,40.799714,-73.963829,6
447,40.792263,-73.965997,6
448,40.770766,-73.866870,6
449,40.728980,-74.009315,6
450,40.824504,-73.951965,6
451,40.739965,-74.007126,6
452,40.808930,-73.948244,6
453,40.768237,-73.864778,6
454,40.770972,-73.917547,6
455,40.774195,-73.955121,6
456,40.768683,-73.866863,6
457,40.778723,-73.961186,6
458,40.710270,-73.958563,6
459,40.755713,-73.935903,6
460,40.743889,-73.971733,6
461,40.710864,-73.959888,6
462,40.741786,-73.904743,6
463,40.747017,-73.975242,6
464,40.679237,-73.999636,6
465,40.759123,-74.003411,6
466,40.743928,-74.001028,6
467,40.656137,-73.794548,6
468,40.812805,-73.960464,12
469,40.709009,-74.015619,6
470,40.709295,-73.959074,6
471,40.762037,-73.991128,6
472,40.814498,-73.936374,6
473,40.758215,-73.996495,6
474,40.763982,-73.990165,6
475,40.854940,-73.936994,6
476,40.729807,-74.009158,6
477,40.712541,-74.015300,6
478,40.760552,-74.000427,6
479,40.816701,-73.958960,6
480,40.702183,-74.009383,5
481,40.771395,-73.989568,5
482,40.712039,-74.016683,5
483,40.834042,-73.945114,5
484,40.703929,-74.014364,5
485,40.762519,-73.992617,5
486,40.774307,-73.979196,5
487,40.756660,-73.929677,5
488,40.791999,-73.977337,5
489,40.757018,-73.934532,5
490,40.764084,-73.947592,5
491,40.647579,-73.786021,5
492,40.750696,-73.966692,5
493,40.758631,-74.000013,5
494,40.766586,-73.996702,5
495,40.743050,-74.002520,5
496,40.740772,-74.000785,5
497,40.805705,-73.940527,5
498,40.735327,-74.009855,5
499,40.765851,-73.931179,5
500,40.728956,-73.982891,5
501,40.648370,-73.788113,5
502,40.734016,-74.000295,5
503,40.808109,-73.945345,5
504,40.767193,-73.930085,5
505,40.750320,-73.952067,6
506,40.729247,-73.985375,5
507,40.764882,-73.927024,5
508,40.705004,-74.009834,5
509,40.732354,-74.005374,5
510,40.742938,-74.005974,6
511,40.776379,-73.944317,5
512,40.761654,-73.958898,5
513,40.671442,-73.987772,16
514,40.726914,-73.992762,5
515,40.695835,-73.988691,5
516,40.680993,-73.975115,5
517,40.741934,-73.907036,5
518,40.674633,-73.997591,5
519,40.687059,-73.984918,5
520,40.771256,-73.926775,5
521,40.781779,-73.957169,5
522,40.708249,-74.001957,5
523,40.708703,-74.009178,5
524,40.799853,-73.956323,5
525,40.766088,-73.919799,5
526,40.738495,-74.001293,6
527,40.721695,-74.006454,5
528,40.719538,-74.006081,5
529,40.734208,-73.975103,5
530,40.747703,-74.006061,5
531,40.790396,-73.949763,5
532,40.777339,-73.954182,5
533,40.738599,-73.974066,5
534,40.737153,-73.975221,5
535,40.646995,-73.782486,5
536,40.784208,-73.966796,5
537,40.785119,-73.971138,5
538,40.734804,-73.996924,5
539,40.740386,-73.978808,5
540,40.651710,-73.785932,5
541,40.647266,-73.780071,5
542,40.737873,-73.976775,5
543,40.678905,-73.995726,5
544,40.645161,-73.790618,5
545,40.742504,-73.988194,5
546,40.702469,-73.987018,5
547,40.745114,-73.937212,5
548,40.776095,-73.943807,5
549,40.787307,-73.941797,5
550,40.702564,-73.987654,5
551,40.772583,-73.877281,5
552,40.799374,-73.966538,5
553,40.797048,-73.948945,5
554,40.800402,-73.946705,5
555,40.802032,-73.949506,5
556,40.696257,-73.987147,5
557,40.799902,-73.966070,5
558,40.714072,-73.951511,5
559,40.777967,-73.943866,5
560,40.720298,-74.011892,5
561,40.702835,-74.008765,5
562,40.743412,-73.918730,5
563,40.743530,-73.933765,7
564,40.781892,-73.963274,7
565,40.744657,-73.946749,6
566,40.779471,-73.979593,6
567,40.725072,-74.007084,5
568,40.812475,-73.929557,6
569,40.728417,-73.949713,21
570,40.786124,-73.955884,16
571,40.750183,-73.944039,27
572,40.758565,-73.957618,19
573,40.697908,-73.985200,10
574,40.727301,-74.063021,23
575,40.745466,-73.926457,22
576,40.733728,-73.951910,49
577,40.727073,-74.002047,11
578,40.765710,-73.892196,12
579,40.735016,-73.874222,26
580,40.689203,-73.998731,18
581,40.753416,-73.994648,9
582,40.797352,-73.975976,24
583,40.698397,-73.988532,14
584,40.789383,-73.937353,6
585,40.760183,-73.955469,12
586,40.767742,-73.949871,5
587,40.751446,-73.936395,7
588,40.743679,-73.885065,11
589,40.771894,-73.871849,13
590,40.733530,-73.921220,7
591,40.701538,-73.987373,25
592,40.765047,-73.914016,5
593,40.717207,-73.988331,5
594,40.693195,-73.956906,16
595,40.736264,-73.949032,13
596,40.710726,-73.821385,5
597,40.724627,-73.953874,16
598,40.775023,-73.976063,5
599,40.669600,-73.936564,13
600,40.766312,-73.893148,11
601,40.794774,-73.961001,16
602,40.751239,-73.958708,6
603,40.808495,-73.945458,19
604,40.749365,-73.942450,6
605,40.746107,-73.974412,11
606,40.962275,-73.877355,7
607,40.712925,-74.017752,7
608,40.770128,-73.518402,16
609,40.725043,-73.958114,29
610,40.928888,-73.938835,5
611,40.791225,-73.950677,5
612,40.739984,-73.902541,8
613,40.710206,-74.022278,6
614,40.734346,-74.048896,7
615,40.721193,-73.826493,13
616,40.803165,-73.761337,20
617,40.634492,-73.948545,6
