ClusterId,Latitude,Longitude
1,40.756581,-73.964154
1,40.756684,-73.964302
1,40.756657,-73.964246
1,40.756598,-73.964164
1,40.756652,-73.964201
1,40.756603,-73.964104
1,40.756631,-73.964060
1,40.756665,-73.964095
1,40.756714,-73.964151
1,40.756703,-73.964127
1,40.756702,-73.964096
1,40.756762,-73.964233
1,40.756700,-73.964007
1,40.756758,-73.964210
1,40.756729,-73.964010
1,40.756698,-73.963960
1,40.756788,-73.964153
1,40.756793,-73.964134
1,40.756818,-73.964108
1,40.756083,-73.963749
1,40.756112,-73.963752
1,40.756142,-73.963670
1,40.756725,-73.963755
1,40.756792,-73.963976
1,40.756842,-73.963958
1,40.756777,-73.963892
1,40.756765,-73.963868
1,40.756858,-73.964508
1,40.756910,-73.964171
1,40.756868,-73.964035
1,40.756854,-73.963979
1,40.756986,-73.964223
1,40.756971,-73.964079
1,40.757002,-73.964081
1,40.756987,-73.964061
1,40.756991,-73.964048
1,40.756919,-73.963901
1,40.756952,-73.963932
1,40.757017,-73.964260
1,40.757037,-73.964120
1,40.756870,-73.963842
1,40.756986,-73.963955
1,40.756926,-73.963851
1,40.756935,-73.963855
1,40.756968,-73.963915
1,40.756836,-73.963823
1,40.757011,-73.963943
1,40.756848,-73.963733
1,40.757085,-73.964153
1,40.757068,-73.964117
1,40.757040,-73.964007
1,40.757103,-73.964120
1,40.757102,-73.964095
1,40.757111,-73.964084
1,40.757042,-73.963943
1,40.755887,-73.963583
1,40.755955,-73.963538
1,40.755993,-73.963465
1,40.756075,-73.963542
1,40.756165,-73.963540
1,40.755975,-73.963469
1,40.756289,-73.963498
1,40.756680,-73.963630
1,40.756995,-73.963856
1,40.756785,-73.963647
1,40.756973,-73.963815
1,40.756997,-73.963760
1,40.757005,-73.963722
1,40.756886,-73.963720
1,40.756893,-73.963705
1,40.756907,-73.963698
1,40.756890,-73.963630
1,40.756937,-73.963642
1,40.756970,-73.963698
1,40.756964,-73.963681
1,40.756962,-73.963635
1,40.756838,-73.963568
1,40.756828,-73.963537
1,40.756877,-73.963595
1,40.756917,-73.963568
1,40.757073,-73.963928
1,40.757122,-73.964009
1,40.757093,-73.963945
1,40.757067,-73.963837
1,40.757061,-73.963836
1,40.757117,-73.963900
1,40.757065,-73.963803
1,40.757061,-73.963765
1,40.756980,-73.964493
1,40.757070,-73.964554
1,40.757087,-73.964365
1,40.757138,-73.964295
1,40.757144,-73.964269
1,40.757123,-73.964128
1,40.757121,-73.964116
1,40.757130,-73.964095
1,40.757123,-73.964065
1,40.757198,-73.964220
1,40.757218,-73.964204
1,40.757243,-73.964128
1,40.757151,-73.963868
1,40.757137,-73.963830
1,40.757218,-73.964008
1,40.757191,-73.963945
1,40.757233,-73.964015
1,40.757199,-73.963890
1,40.757282,-73.963978
1,40.757242,-73.963928
1,40.757118,-73.963758
1,40.757062,-73.963717
1,40.757235,-73.964425
1,40.757297,-73.964240
1,40.757163,-73.963712
1,40.757182,-73.963720
1,40.757036,-73.963580
1,40.757268,-73.963831
1,40.756763,-73.963455
1,40.756967,-73.963553
1,40.756962,-73.963488
1,40.757117,-73.963608
1,40.757357,-73.964102
1,40.757358,-73.963983
1,40.757312,-73.963865
1,40.755655,-73.963669
1,40.755661,-73.963500
1,40.755849,-73.963505
1,40.755787,-73.963411
1,40.755847,-73.963462
1,40.755870,-73.963394
1,40.755838,-73.963375
1,40.755912,-73.963422
1,40.756029,-73.963251
1,40.756087,-73.963290
1,40.756855,-73.963373
1,40.757263,-73.963660
1,40.757095,-73.963521
1,40.757138,-73.963520
1,40.757122,-73.963473
1,40.757255,-73.963598
1,40.757260,-73.963605
1,40.756897,-73.963348
1,40.757009,-73.963386
1,40.756832,-73.963327
1,40.756760,-73.963260
1,40.756816,-73.963257
1,40.756863,-73.963265
1,40.756900,-73.963268
1,40.757303,-73.963664
1,40.757361,-73.963764
1,40.757145,-73.964643
1,40.757145,-73.964755
1,40.757297,-73.964655
1,40.757353,-73.964543
1,40.757347,-73.964491
1,40.757377,-73.964323
1,40.757430,-73.964071
1,40.757393,-73.963752
1,40.757425,-73.963735
1,40.757464,-73.963749
1,40.757492,-73.963770
1,40.757547,-73.964220
1,40.757198,-73.963425
1,40.757434,-73.963692
1,40.757418,-73.963585
1,40.757335,-73.963478
1,40.757387,-73.963501
1,40.757499,-73.963645
1,40.756905,-73.963235
1,40.757062,-73.963229
1,40.757608,-73.964165
1,40.757631,-73.964169
1,40.757635,-73.964068
1,40.756729,-73.963109
1,40.756765,-73.963109
1,40.756802,-73.963098
1,40.756827,-73.963143
1,40.756869,-73.963172
1,40.756947,-73.963107
1,40.757553,-73.963642
1,40.757427,-73.963528
1,40.757492,-73.963540
1,40.757464,-73.963488
1,40.757473,-73.963495
1,40.757175,-73.963188
1,40.757248,-73.963240
1,40.756658,-73.963126
1,40.756677,-73.963127
1,40.756728,-73.962997
1,40.757543,-73.963503
1,40.757616,-73.963732
1,40.757638,-73.963745
1,40.757617,-73.963655
1,40.757123,-73.964910
1,40.757298,-73.964787
1,40.757344,-73.964717
1,40.757412,-73.964684
1,40.757458,-73.964893
1,40.757501,-73.964773
1,40.757542,-73.964762
1,40.757564,-73.964666
1,40.757525,-73.964632
1,40.757658,-73.963995
1,40.757670,-73.963924
1,40.757622,-73.963595
1,40.757622,-73.963547
1,40.757660,-73.963578
1,40.757745,-73.963705
1,40.757731,-73.963660
1,40.757669,-73.963542
1,40.757601,-73.963488
1,40.757732,-73.963914
1,40.757763,-73.963652
1,40.757706,-73.963565
1,40.757776,-73.964409
1,40.757427,-73.963327
1,40.757295,-73.963210
1,40.757463,-73.963352
1,40.757471,-73.963371
1,40.757453,-73.963311
1,40.757573,-73.963440
1,40.757557,-73.963422
1,40.757598,-73.963463
1,40.757512,-73.963393
1,40.757512,-73.963343
1,40.757543,-73.963393
1,40.757702,-73.963540
1,40.757707,-73.963510
1,40.757626,-73.963394
1,40.757631,-73.963405
1,40.757648,-73.963475
1,40.757577,-73.963371
1,40.757464,-73.963228
1,40.757767,-73.963627
1,40.757688,-73.963437
1,40.757706,-73.963429
1,40.757765,-73.963597
1,40.757769,-73.963607
1,40.757773,-73.963592
1,40.757762,-73.963568
1,40.757294,-73.963048
1,40.757765,-73.963943
1,40.757882,-73.964010
1,40.757787,-73.963891
1,40.757805,-73.963884
1,40.757808,-73.963882
1,40.756642,-73.962950
1,40.756639,-73.962944
1,40.756638,-73.962884
1,40.757828,-73.963550
1,40.757759,-73.963490
1,40.757690,-73.963342
1,40.757697,-73.963346
1,40.757689,-73.963330
1,40.757750,-73.963387
1,40.757489,-73.963196
1,40.757375,-73.963018
1,40.757467,-73.963127
1,40.757493,-73.963173
1,40.756598,-73.962806
1,40.757696,-73.963276
1,40.757762,-73.963341
1,40.757721,-73.963310
1,40.757742,-73.963294
1,40.757797,-73.963347
1,40.757820,-73.963790
1,40.757887,-73.963785
1,40.757917,-73.963763
1,40.757872,-73.963523
1,40.757530,-73.964859
1,40.757558,-73.964803
1,40.757637,-73.964812
1,40.757683,-73.964750
1,40.757673,-73.964837
1,40.757806,-73.964904
1,40.757933,-73.963837
1,40.757902,-73.963536
1,40.757806,-73.963350
1,40.757807,-73.963348
1,40.757908,-73.963490
1,40.757865,-73.963380
1,40.757913,-73.963441
1,40.757939,-73.963470
1,40.757740,-73.963265
1,40.757920,-73.963412
1,40.757857,-73.963333
1,40.757631,-73.963214
1,40.757700,-73.963221
1,40.757962,-73.964044
1,40.758050,-73.964485
1,40.758047,-73.964447
1,40.757990,-73.964225
1,40.757568,-73.963163
1,40.757402,-73.962949
1,40.757698,-73.963113
1,40.757897,-73.963279
1,40.757792,-73.963207
1,40.757814,-73.963227
1,40.757888,-73.963267
1,40.757627,-73.962997
1,40.758065,-73.963627
1,40.757868,-73.963200
1,40.757274,-73.962808
1,40.757333,-73.962796
1,40.756480,-73.962812
1,40.756475,-73.962782
1,40.756483,-73.962707
1,40.756575,-73.962738
1,40.756592,-73.962698
1,40.756512,-73.962653
1,40.757710,-73.962989
1,40.758023,-73.963168
1,40.758132,-73.963450
1,40.757863,-73.964857
1,40.758112,-73.963275
1,40.758107,-73.963207
1,40.758073,-73.963170
1,40.757860,-73.963000
1,40.758039,-73.963135
1,40.757812,-73.962943
1,40.758110,-73.964365
1,40.758178,-73.964253
1,40.757720,-73.962910
1,40.757913,-73.962998
1,40.757968,-73.963012
1,40.758172,-73.963247
1,40.758112,-73.963108
1,40.758137,-73.963150
1,40.758172,-73.963173
1,40.758033,-73.962977
1,40.757117,-73.962572
1,40.757140,-73.962553
1,40.757177,-73.962612
1,40.757480,-73.962643
1,40.756456,-73.962535
1,40.756316,-73.962517
1,40.756394,-73.962432
1,40.756778,-73.962525
1,40.756387,-73.962409
1,40.756399,-73.962391
1,40.758201,-73.963279
1,40.758307,-73.963228
1,40.758315,-73.963208
1,40.757998,-73.962895
1,40.758032,-73.962878
1,40.758093,-73.962952
1,40.758118,-73.962952
1,40.758117,-73.962932
1,40.758080,-73.962893
1,40.758247,-73.963168
1,40.758236,-73.963109
1,40.758167,-73.963053
1,40.758163,-73.963032
1,40.758196,-73.963039
1,40.758161,-73.962991
1,40.758175,-73.962962
1,40.758267,-73.963050
1,40.758228,-73.962988
1,40.758288,-73.963163
1,40.758303,-73.963073
1,40.758152,-73.962913
1,40.758388,-73.963498
1,40.758386,-73.963370
1,40.758328,-73.963278
1,40.758336,-73.963269
1,40.758323,-73.963236
1,40.758328,-73.963197
1,40.758357,-73.963162
1,40.758382,-73.963122
1,40.758236,-73.962946
1,40.758224,-73.962925
1,40.758223,-73.962917
1,40.758235,-73.962925
1,40.757964,-73.962766
1,40.758015,-73.962850
1,40.758020,-73.962801
1,40.758081,-73.962798
1,40.758294,-73.964230
1,40.758113,-73.962812
1,40.758218,-73.962857
1,40.758408,-73.963127
1,40.758408,-73.963117
1,40.758378,-73.963061
1,40.758268,-73.962895
1,40.758278,-73.962910
1,40.758318,-73.962953
1,40.758290,-73.962890
1,40.758343,-73.962947
1,40.758247,-73.962838
1,40.758253,-73.962825
1,40.758230,-73.962782
1,40.758123,-73.962704
1,40.758178,-73.962720
1,40.756953,-73.962578
1,40.756226,-73.962493
1,40.756247,-73.962481
1,40.756240,-73.962383
1,40.756347,-73.962377
1,40.756352,-73.962399
1,40.756385,-73.962377
1,40.756101,-73.962493
1,40.756309,-73.962217
1,40.756926,-73.962304
1,40.756913,-73.962287
1,40.758397,-73.962968
1,40.758402,-73.962958
1,40.758275,-73.962781
1,40.757973,-73.962618
1,40.758069,-73.962646
1,40.758202,-73.962720
1,40.758300,-73.962758
1,40.758192,-73.962630
1,40.758328,-73.962821
1,40.758272,-73.962697
1,40.758410,-73.962820
1,40.758397,-73.962780
1,40.758348,-73.962735
1,40.758347,-73.962717
1,40.758368,-73.962730
1,40.758308,-73.962669
1,40.758342,-73.962682
1,40.758351,-73.962700
1,40.758361,-73.962686
1,40.758361,-73.962683
1,40.758370,-73.962673
1,40.757787,-73.962533
1,40.758057,-73.962522
1,40.758128,-73.962502
1,40.758183,-73.962502
1,40.758252,-73.962500
1,40.756282,-73.962110
1,40.756228,-73.962055
1,40.757071,-73.962122
1,40.758303,-73.962418
1,40.758274,-73.962351
1,40.757929,-73.962275
1,40.758064,-73.962260
1,40.756388,-73.961878
1,40.755993,-73.962209
1,40.755992,-73.961968
1,40.755976,-73.961926
1,40.756252,-73.961766
1,40.756933,-73.961957
1,40.758289,-73.962185
1,40.757850,-73.962083
1,40.757940,-73.962147
1,40.757877,-73.961996
1,40.757982,-73.962048
1,40.758000,-73.962018
1,40.756567,-73.962012
1,40.756222,-73.961670
1,40.756285,-73.961703
1,40.756320,-73.961688
1,40.756290,-73.961603
1,40.756313,-73.961598
1,40.756512,-73.961823
1,40.755754,-73.962059
1,40.755824,-73.962023
1,40.755893,-73.961928
1,40.755728,-73.962005
1,40.755702,-73.961923
1,40.755730,-73.961942
1,40.755754,-73.961919
1,40.755763,-73.961937
1,40.755801,-73.961942
1,40.755793,-73.961888
1,40.755874,-73.961933
1,40.755888,-73.961895
1,40.755751,-73.961847
1,40.755753,-73.961805
1,40.755768,-73.961817
1,40.755773,-73.961769
1,40.755811,-73.961771
1,40.755862,-73.961752
1,40.755875,-73.961722
1,40.755992,-73.961713
1,40.755691,-73.961880
1,40.755702,-73.961863
1,40.755753,-73.961783
1,40.756028,-73.961661
1,40.756074,-73.961664
1,40.756164,-73.961672
1,40.756208,-73.961590
1,40.756225,-73.961558
1,40.756272,-73.961572
1,40.756285,-73.961590
1,40.756190,-73.961498
1,40.756191,-73.961499
1,40.756197,-73.961495
1,40.756253,-73.961510
1,40.756257,-73.961490
1,40.756290,-73.961490
1,40.756345,-73.961558
1,40.756367,-73.961505
1,40.756858,-73.961898
1,40.756822,-73.961825
1,40.756923,-73.961835
1,40.756961,-73.961752
1,40.756977,-73.961666
1,40.757095,-73.961810
1,40.757660,-73.961913
1,40.757772,-73.961800
1,40.757883,-73.961978
1,40.757909,-73.961791
1,40.757942,-73.961843
1,40.757982,-73.961823
1,40.757688,-73.961819
1,40.757777,-73.961777
1,40.757772,-73.961747
1,40.757860,-73.961700
1,40.756302,-73.961442
1,40.756332,-73.961435
1,40.756345,-73.961438
1,40.756360,-73.961459
1,40.756374,-73.961445
1,40.756223,-73.961383
1,40.756322,-73.961426
1,40.756274,-73.961361
1,40.756315,-73.961375
1,40.756298,-73.961333
1,40.756364,-73.961362
1,40.756338,-73.961312
1,40.756750,-73.961644
1,40.755494,-73.962094
1,40.755615,-73.962054
1,40.755618,-73.961998
1,40.755651,-73.962073
1,40.755682,-73.961845
1,40.755697,-73.961665
1,40.755746,-73.961650
1,40.755706,-73.961603
1,40.755617,-73.961626
1,40.755602,-73.961613
1,40.755632,-73.961623
1,40.755650,-73.961597
1,40.755738,-73.961577
1,40.755787,-73.961538
1,40.756308,-73.961278
1,40.756252,-73.961263
1,40.756270,-73.961248
1,40.756207,-73.961197
1,40.756402,-73.961245
1,40.756532,-73.961381
1,40.756548,-73.961360
1,40.756460,-73.961262
1,40.756618,-73.961432
1,40.756588,-73.961364
1,40.756598,-73.961384
1,40.756877,-73.961615
1,40.757016,-73.961617
1,40.757037,-73.961622
1,40.756833,-73.961493
1,40.756845,-73.961433
1,40.757222,-73.961493
1,40.756999,-73.961385
1,40.757272,-73.961800
1,40.757729,-73.961674
1,40.757648,-73.961570
1,40.757746,-73.961575
1,40.757735,-73.961547
1,40.758002,-73.961707
1,40.757942,-73.961498
1,40.757792,-73.961445
1,40.756513,-73.961167
1,40.755370,-73.962306
1,40.755500,-73.962339
1,40.755599,-73.962375
1,40.755282,-73.962278
1,40.755212,-73.962108
1,40.755322,-73.962147
1,40.755393,-73.962252
1,40.755347,-73.962130
1,40.755397,-73.962023
1,40.756295,-73.960957
1,40.756668,-73.961320
1,40.756693,-73.961292
1,40.756711,-73.961173
1,40.756830,-73.961352
1,40.756741,-73.961293
1,40.756826,-73.961257
1,40.756943,-73.961352
1,40.756943,-73.961263
1,40.756902,-73.961205
1,40.756852,-73.961188
1,40.756847,-73.961173
1,40.756861,-73.961168
1,40.756872,-73.961143
1,40.756879,-73.961142
1,40.756947,-73.961200
1,40.757013,-73.961208
1,40.757016,-73.961187
1,40.757455,-73.961523
1,40.757176,-73.961331
1,40.756875,-73.961118
1,40.756953,-73.961095
1,40.757028,-73.961117
1,40.757644,-73.961389
1,40.757518,-73.961404
1,40.757605,-73.961362
1,40.757607,-73.961323
1,40.757587,-73.961278
1,40.757682,-73.961313
1,40.757687,-73.961315
1,40.757718,-73.961363
1,40.757720,-73.961350
1,40.757823,-73.961307
1,40.756715,-73.961090
1,40.755263,-73.962512
1,40.755252,-73.962428
1,40.755327,-73.962480
1,40.755443,-73.962398
1,40.755622,-73.962500
1,40.755057,-73.962135
1,40.756825,-73.961065
1,40.756835,-73.961048
1,40.756836,-73.961025
1,40.756842,-73.961022
1,40.756878,-73.961022
1,40.756952,-73.961062
1,40.756802,-73.960953
1,40.756767,-73.960893
1,40.756871,-73.960991
1,40.757008,-73.960971
1,40.756930,-73.960908
1,40.757001,-73.960953
1,40.757001,-73.960944
1,40.756892,-73.960893
1,40.756998,-73.960906
1,40.756992,-73.960883
1,40.757105,-73.960954
1,40.757177,-73.961037
1,40.757232,-73.961085
1,40.757230,-73.961005
1,40.757085,-73.960917
1,40.757491,-73.961256
1,40.757093,-73.960842
1,40.757280,-73.961044
1,40.757227,-73.960957
1,40.757502,-73.961082
1,40.757370,-73.961075
1,40.757427,-73.961048
1,40.757975,-73.961158
1,40.756662,-73.960869
1,40.755427,-73.962758
1,40.757289,-73.960880
1,40.757186,-73.960674
1,40.757357,-73.960812
1,40.757410,-73.960868
1,40.757480,-73.960938
1,40.757419,-73.960846
1,40.757323,-73.960678
1,40.757612,-73.960875
1,40.755604,-73.962855
1,40.755698,-73.962830
1,40.757277,-73.960600
1,40.757363,-73.960655
1,40.757464,-73.960646
1,40.757253,-73.960553
1,40.757464,-73.960598
1,40.757548,-73.960713
1,40.757552,-73.960708
1,40.757513,-73.960632
1,40.757559,-73.960661
1,40.757617,-73.960683
1,40.757576,-73.960628
1,40.757565,-73.960578
1,40.757696,-73.960608
1,40.755623,-73.963043
1,40.755763,-73.963060
1,40.755775,-73.962808
1,40.755840,-73.962843
1,40.755923,-73.962938
1,40.757605,-73.960567
1,40.757552,-73.960353
1,40.757748,-73.960548
1,40.757787,-73.960480
1,40.757825,-73.960431
1,40.757645,-73.960320
1,40.757825,-73.960393
1,40.757877,-73.960433
1,40.756072,-73.962902
1,40.757827,-73.960315
1,40.757828,-73.960248
1,40.757383,-73.960107
1,40.758018,-73.960441
1,40.757892,-73.960278
1,40.757859,-73.960219
1,40.758100,-73.960377
1,40.758065,-73.960137
1,40.758026,-73.960109
1,40.758050,-73.960122
1,40.758022,-73.960062
1,40.758128,-73.960172
1,40.758191,-73.960208
1,40.758355,-73.960255
1,40.758158,-73.960108
1,40.758168,-73.960069
1,40.758230,-73.960065
1,40.758243,-73.960055
1,40.758200,-73.959958
1,40.758047,-73.959830
1,40.758074,-73.959817
1,40.758405,-73.960215
1,40.758375,-73.960100
1,40.758376,-73.960101
1,40.758357,-73.960007
1,40.758388,-73.959967
1,40.758381,-73.959910
1,40.758379,-73.959888
1,40.758253,-73.959757
1,40.758405,-73.959812
1,40.758364,-73.959732
1,40.757963,-73.959752
1,40.758017,-73.959563
2,40.722703,-73.999516
2,40.722700,-73.999495
2,40.722682,-73.999370
2,40.722695,-73.999327
2,40.722747,-73.999304
2,40.722718,-73.999253
2,40.722725,-73.999252
2,40.722733,-73.999220
2,40.722859,-73.999308
2,40.722691,-73.999183
2,40.722660,-73.999085
2,40.722778,-73.999140
2,40.722762,-73.999096
2,40.722748,-73.999058
2,40.722829,-73.999063
2,40.722867,-73.999090
2,40.722908,-73.999068
2,40.722833,-73.999040
2,40.723033,-73.999247
2,40.722680,-73.998985
2,40.722897,-73.998997
2,40.723055,-73.999213
2,40.723029,-73.999129
2,40.722904,-73.998964
2,40.722785,-73.998859
2,40.722829,-73.998910
2,40.722808,-73.998860
2,40.722997,-73.999006
2,40.722967,-73.998958
2,40.722836,-73.998825
2,40.722937,-73.998865
2,40.722888,-73.998800
2,40.722987,-73.998888
2,40.722962,-73.998866
2,40.723046,-73.998954
2,40.723070,-73.998946
2,40.723095,-73.999021
2,40.723100,-73.999001
2,40.723110,-73.998983
2,40.722922,-73.998812
2,40.722916,-73.998809
2,40.722925,-73.998804
2,40.723022,-73.998852
2,40.722987,-73.998808
2,40.723072,-73.998917
2,40.723142,-73.999182
2,40.723138,-73.999092
2,40.723149,-73.999084
2,40.723154,-73.999035
2,40.723145,-73.998986
2,40.723146,-73.998980
2,40.723075,-73.998883
2,40.723065,-73.998827
2,40.722969,-73.998797
2,40.723020,-73.998800
2,40.723058,-73.998815
2,40.723114,-73.998903
2,40.722878,-73.998758
2,40.722887,-73.998745
2,40.723185,-73.999215
2,40.723222,-73.999152
2,40.723249,-73.999113
2,40.723260,-73.999090
2,40.722917,-73.998702
2,40.722965,-73.998755
2,40.722962,-73.998718
2,40.722973,-73.998755
2,40.723000,-73.998730
2,40.723018,-73.998777
2,40.723033,-73.998760
2,40.723007,-73.998735
2,40.723042,-73.998758
2,40.723048,-73.998743
2,40.723083,-73.998793
2,40.723088,-73.998772
2,40.723124,-73.998818
2,40.723073,-73.998766
2,40.722961,-73.998710
2,40.723338,-73.999118
2,40.723302,-73.999081
2,40.723230,-73.999003
2,40.723237,-73.998966
2,40.723253,-73.998965
2,40.723165,-73.998852
2,40.723129,-73.998773
2,40.723005,-73.998700
2,40.722788,-73.998563
2,40.722797,-73.998670
2,40.722847,-73.998663
2,40.722807,-73.998608
2,40.722828,-73.998650
2,40.722907,-73.998654
2,40.722889,-73.998590
2,40.722933,-73.998619
2,40.723019,-73.998683
2,40.723187,-73.998847
2,40.723123,-73.998757
2,40.723192,-73.998805
2,40.723243,-73.998885
2,40.723218,-73.998868
2,40.723213,-73.998798
2,40.723128,-73.998735
2,40.723133,-73.998733
2,40.723145,-73.998745
2,40.723175,-73.998749
2,40.723042,-73.998668
2,40.723105,-73.998709
2,40.723117,-73.998713
2,40.722795,-73.998531
2,40.722930,-73.998542
2,40.723068,-73.998658
2,40.723045,-73.998628
2,40.723082,-73.998680
2,40.723092,-73.998685
2,40.723160,-73.998727
2,40.723178,-73.998738
2,40.723068,-73.998633
2,40.723095,-73.998666
2,40.723111,-73.998693
2,40.723082,-73.998620
2,40.723157,-73.998705
2,40.723148,-73.998690
2,40.722987,-73.998555
2,40.722940,-73.998532
2,40.723068,-73.998590
2,40.723055,-73.998570
2,40.723209,-73.998705
2,40.723150,-73.998642
2,40.723232,-73.998803
2,40.723250,-73.998814
2,40.723239,-73.998767
2,40.723302,-73.998805
2,40.723341,-73.999050
2,40.723241,-73.998717
2,40.723310,-73.998773
2,40.723310,-73.998761
2,40.723124,-73.998607
2,40.723154,-73.998606
2,40.723175,-73.998638
2,40.723235,-73.998667
2,40.723135,-73.998568
2,40.723424,-73.999005
2,40.723267,-73.998670
2,40.723244,-73.998646
2,40.723280,-73.998688
2,40.723142,-73.998544
2,40.723338,-73.998737
2,40.723141,-73.998531
2,40.723275,-73.999453
2,40.723382,-73.999427
